Time Norm Re(ACF(t)) Im(ACF(t) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
  0.53250000E+000  0.79975254E+001 -0.25103066E+000 -0.71308944E-001  0.26096237E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39859465E+004  0.21060748E+001  0.58914506E+001  0.79975254E+001 -0.37853758E+001
  0.54000000E+000  0.79974829E+001  0.22230981E+000  0.13551903E+000  0.26035948E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39858468E+004  0.20984659E+001  0.58990171E+001  0.79974829E+001 -0.38005512E+001
  0.54750000E+000  0.79974087E+001 -0.17753024E+000 -0.18959659E+000  0.25973805E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39857853E+004  0.20905532E+001  0.59068555E+001  0.79974087E+001 -0.38163023E+001
  0.55500000E+000  0.79973422E+001  0.12016595E+000  0.22962128E+000  0.25916363E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39857953E+004  0.20823296E+001  0.59150126E+001  0.79973422E+001 -0.38326831E+001
  0.56250000E+000  0.79972851E+001 -0.54573648E-001 -0.25288977E+000  0.25871126E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39858842E+004  0.20738095E+001  0.59234757E+001  0.79972851E+001 -0.38496662E+001
  0.57000000E+000  0.79972299E+001 -0.14417480E-001  0.25802829E+000  0.25843077E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39859945E+004  0.20650605E+001  0.59321694E+001  0.79972299E+001 -0.38671089E+001
  0.57750000E+000  0.79971748E+001  0.81859998E-001 -0.24499313E+000  0.25830736E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39861067E+004  0.20561912E+001  0.59409836E+001  0.79971748E+001 -0.38847924E+001
  0.58500000E+000  0.79971210E+001 -0.14302073E+000  0.21496173E+000  0.25819271E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39862881E+004  0.20473290E+001  0.59497920E+001  0.79971210E+001 -0.39024630E+001
  0.59250000E+000  0.79970814E+001  0.19366179E+000 -0.17015875E+000  0.25779621E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39865651E+004  0.20386048E+001  0.59584766E+001  0.79970814E+001 -0.39198719E+001
  0.60000000E+000  0.79970443E+001 -0.23025121E+000  0.11377132E+000  0.25682588E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39868741E+004  0.20301305E+001  0.59669137E+001  0.79970443E+001 -0.39367832E+001
  0.60750000E+000  0.79969973E+001  0.25028667E+000 -0.49876611E-001  0.25520794E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39870746E+004  0.20220066E+001  0.59749907E+001  0.79969973E+001 -0.39529842E+001
  0.61500000E+000  0.79969778E+001 -0.25260573E+000 -0.16882696E-001  0.25316927E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39870379E+004  0.20142860E+001  0.59826919E+001  0.79969778E+001 -0.39684059E+001
  0.62250000E+000  0.79969489E+001  0.23736969E+000  0.81766513E-001  0.25105802E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39868597E+004  0.20068927E+001  0.59900563E+001  0.79969489E+001 -0.39831636E+001
  0.63000000E+000  0.79969080E+001 -0.20587804E+000 -0.14025124E+000  0.24911078E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39870169E+004  0.19996839E+001  0.59972241E+001  0.79969080E+001 -0.39975402E+001
  0.63750000E+000  0.79968603E+001  0.16041447E+000  0.18828446E+000  0.24735367E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39872819E+004  0.19924878E+001  0.60043725E+001  0.79968603E+001 -0.40118847E+001
  0.64500000E+000  0.79968025E+001 -0.10416856E+000 -0.22246479E+000  0.24564542E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39875837E+004  0.19851518E+001  0.60116507E+001  0.79968025E+001 -0.40264989E+001
  0.65250000E+000  0.79967175E+001  0.41188956E-001  0.24033418E+000  0.24383816E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39879654E+004  0.19775622E+001  0.60191553E+001  0.79967175E+001 -0.40415931E+001
  0.66000000E+000  0.79966194E+001  0.23871566E-001 -0.24079533E+000  0.24197571E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39883544E+004  0.19697079E+001  0.60269115E+001  0.79966194E+001 -0.40572036E+001
  0.66750000E+000  0.79965235E+001 -0.86312455E-001  0.22428460E+000  0.24031942E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39885352E+004  0.19616271E+001  0.60348963E+001  0.79965235E+001 -0.40732692E+001
  0.67500000E+000  0.79964439E+001  0.14193811E+000 -0.19247341E+000  0.23914941E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39886348E+004  0.19533631E+001  0.60430808E+001  0.79964439E+001 -0.40897177E+001
  0.68250000E+000  0.79964071E+001 -0.18723757E+000  0.14776667E+000  0.23852232E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39885574E+004  0.19449833E+001  0.60514238E+001  0.79964071E+001 -0.41064404E+001
  0.69000000E+000  0.79963659E+001  0.21925025E+000 -0.93070095E-001  0.23818630E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39884346E+004  0.19365508E+001  0.60598151E+001  0.79963659E+001 -0.41232644E+001
  0.69750000E+000  0.79962798E+001 -0.23560215E+000  0.31950607E-001  0.23775873E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39882587E+004  0.19281686E+001  0.60681112E+001  0.79962798E+001 -0.41399426E+001
  0.70500000E+000  0.79961878E+001  0.23493775E+000  0.31347111E-001  0.23701980E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39882329E+004  0.19199973E+001  0.60761905E+001  0.79961878E+001 -0.41561932E+001
  0.71250000E+000  0.79960967E+001 -0.21723194E+000 -0.92214905E-001  0.23599429E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39883543E+004  0.19121095E+001  0.60839872E+001  0.79960967E+001 -0.41718777E+001
  0.72000000E+000  0.79960353E+001  0.18388137E+000  0.14613482E+000  0.23487815E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39883860E+004  0.19044847E+001  0.60915507E+001  0.79960353E+001 -0.41870660E+001
  0.72750000E+000  0.79959748E+001 -0.13755904E+000 -0.18917213E+000  0.23389866E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39884608E+004  0.18970175E+001  0.60989574E+001  0.79959748E+001 -0.42019399E+001
  0.73500000E+000  0.79959194E+001  0.81843796E-001  0.21833148E+000  0.23316741E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39885791E+004  0.18896100E+001  0.61063094E+001  0.79959194E+001 -0.42166994E+001
  0.74250000E+000  0.79958275E+001 -0.20882427E-001 -0.23166863E+000  0.23260789E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39886099E+004  0.18821682E+001  0.61136593E+001  0.79958275E+001 -0.42314910E+001
  0.75000000E+000  0.79957062E+001 -0.40793599E-001  0.22836817E+000  0.23198306E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39883524E+004  0.18745932E+001  0.61211131E+001  0.79957062E+001 -0.42465199E+001
  0.75750000E+000  0.79955836E+001  0.98703025E-001 -0.20903865E+000  0.23116973E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39879249E+004  0.18669484E+001  0.61286352E+001  0.79955836E+001 -0.42616869E+001
  0.76500000E+000  0.79954572E+001 -0.14887720E+000  0.17551945E+000  0.23015538E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39875035E+004  0.18592496E+001  0.61362076E+001  0.79954572E+001 -0.42769580E+001
  0.77250000E+000  0.79953505E+001  0.18811974E+000 -0.13047402E+000  0.22893778E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39872754E+004  0.18515692E+001  0.61437813E+001  0.79953505E+001 -0.42922121E+001
  0.78000000E+000  0.79952556E+001 -0.21394151E+000  0.77105445E-001  0.22741200E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39873072E+004  0.18440185E+001  0.61512371E+001  0.79952556E+001 -0.43072186E+001
  0.78750000E+000  0.79951802E+001  0.22456795E+000 -0.19168558E-001  0.22538456E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39874145E+004  0.18367917E+001  0.61583885E+001  0.79951802E+001 -0.43215967E+001
  0.79500000E+000  0.79951044E+001 -0.21933090E+000 -0.39152454E-001  0.22279802E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39873808E+004  0.18300581E+001  0.61650463E+001  0.79951044E+001 -0.43349883E+001
  0.80250000E+000  0.79949935E+001  0.19887750E+000  0.93701755E-001  0.21984603E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39872454E+004  0.18238703E+001  0.61711232E+001  0.79949935E+001 -0.43472530E+001
  0.81000000E+000  0.79948594E+001 -0.16502651E+000 -0.14073985E+000  0.21689042E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39872026E+004  0.18181802E+001  0.61766792E+001  0.79948594E+001 -0.43584991E+001
  0.81750000E+000  0.79947150E+001  0.12053234E+000  0.17716069E+000  0.21427542E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39872188E+004  0.18128628E+001  0.61818522E+001  0.79947150E+001 -0.43689893E+001
  0.82500000E+000  0.79945469E+001 -0.68814417E-001 -0.20072545E+000  0.21219361E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39871814E+004  0.18077374E+001  0.61868094E+001  0.79945469E+001 -0.43790720E+001
